80,79,74,1.35,2.16,58,81,34,78
81,78,77,1.49,2.03,52,81,38,78
82,73,76,1.22,2.03,60,80,37,77
83,73,72,1.22,2.03,60,80,35,77
84,72,76,1.35,2.16,53,80,35,76
85,76,71,1.22,2.03,62,80,35,76
86,76,66,1.22,2.16,62,79,30,75
87,75,66,1.22,2.03,61,79,32,75
88,74,69,1.22,1.89,60,79,36,74
89,74,73,1.22,1.89,60,79,38,74
90,73,72,1.35,1.89,54,79,38,74
91,73,68,1.22,1.89,60,78,35,73
92,72,68,1.22,1.89,59,78,35,73
93,72,62,1.35,2.03,53,78,30,72
94,71,61,1.22,1.89,58,78,32,72
95,71,65,1.22,1.89,58,77,34,71
96,70,64,1.22,1.89,57,77,33,71
97,70,64,1.35,1.89,51,77,33,71
98,69,68,1.22,1.89,56,77,35,70
99,68,68,1.35,2.03,50,76,33,70
100,68,63,1.22,1.75,55,76,35,70
101,67,62,1.35,1.89,49,76,32,69
102,67,61,1.35,2.03,49,76,30,69
103,66,61,1.22,1.89,54,75,32,68
104,62,60,1.22,1.89,51,75,31,68
105,61,64,1.35,1.75,45,75,36,68
106,60,64,1.22,1.75,49,75,36,67
107,64,63,1.35,1.89,47,74,33,67
108,64,58,1.22,1.75,52,74,33,67
109,59,58,1.22,1.89,48,74,30,66
110,58,57,1.35,1.89,42,74,30,66
111,58,57,1.22,1.75,47,73,32,66
112,57,56,1.22,1.89,46,73,29,66
113,57,60,1.22,1.89,46,73,31,65
114,56,60,1.35,2.03,41,73,29,65
115,56,59,1.22,2.03,46,72,29,65
116,55,54,1.22,2.03,45,72,26,64
117,54,54,1.22,2.03,44,72,26,64
118,55,53,1.22,2.03,45,72,26,64
119,58,53,1.22,2.03,47,71,26,63
120,58,52,1.22,2.03,47,71,25,63
121,53,52,1.22,2.03,43,71,25,63
122,52,55,1.22,2.03,42,71,27,62
123,52,55,1.22,2.03,42,71,27,62
124,51,50,1.22,2.03,41,70,24,62
125,55,45,1.22,1.89,45,70,23,61
126,55,45,1.22,2.03,45,70,22,61
127,54,45,1.22,1.89,44,70,23,61
128,53,44,1.08,2.03,49,69,21,60
129,49,48,1.22,1.89,40,69,25,60
130,48,47,1.22,1.89,39,69,24,60
131,48,47,1.22,2.03,39,69,23,60
132,47,46,1.22,1.89,38,69,24,59
133,46,41,1.22,1.89,37,68,21,59
134,46,41,1.08,2.03,42,68,20,59
135,45,40,1.22,1.89,37,68,21,58
136,45,39,1.08,1.89,41,68,20,58
137,40,39,1.22,2.03,32,67,19,58
138,39,39,1.22,1.89,32,67,20,58
139,43,42,1.08,1.89,39,67,22,57
140,43,37,1.22,2.03,35,67,18,57
141,42,33,1.22,1.89,34,66,17,57
142,37,32,1.22,1.89,30,66,16,56
143,37,32,1.08,1.89,34,66,16,56
144,36,35,1.22,1.89,29,66,18,56
145,36,35,1.08,1.89,33,66,18,56
146,35,34,1.22,1.89,28,65,17,55
147,35,33,1.22,1.89,28,65,17,55
148,38,29,1.08,1.89,35,65,15,55
149,38,28,1.22,1.89,31,65,14,55
150,37,27,1.08,1.75,34,64,15,54
151,37,31,1.22,2.03,30,64,15,54
152,36,31,1.08,1.75,33,64,17,54
153,31,35,1.22,1.89,25,64,18,54
154,31,34,1.22,1.89,25,63,17,53
155,35,29,1.22,1.89,28,63,15,53
156,34,29,1.08,1.75,31,63,16,53
157,33,28,1.22,1.89,27,63,14,53
158,33,27,1.22,1.89,27,62,14,52
159,32,27,1.22,1.75,26,62,15,52
160,32,31,1.08,1.89,29,62,16,52
161,32,30,1.22,1.75,26,62,17,52
162,31,30,1.08,1.89,28,62,15,51
163,31,29,1.22,1.75,25,61,16,51
164,30,29,1.08,1.89,27,61,15,51
165,30,28,1.22,1.75,24,61,15,51
166,33,28,1.22,1.75,27,61,15,51
167,33,27,1.08,1.75,30,61,15,50
168,32,27,1.22,1.89,26,60,14,50
169,32,30,1.08,1.89,29,60,15,50
170,31,30,1.22,1.75,25,60,17,50
171,31,25,1.08,1.89,28,60,13,49
172,30,25,1.22,1.89,24,60,13,49
173,30,24,1.22,1.75,24,59,13,49
174,29,24,1.08,1.89,26,59,12,49
175,24,23,1.08,1.89,22,59,12,49
176,24,23,1.22,1.89,19,59,12,48
177,23,26,1.08,1.89,21,58,13,48
178,23,21,1.22,1.89,18,58,11,48
179,22,21,1.08,2.03,20,58,10,48
180,21,25,1.22,1.89,17,58,13,48
181,22,24,1.08,1.89,20,58,12,47
182,21,20,1.08,1.89,19,57,10,47
183,25,19,1.22,1.89,20,57,10,47
184,24,23,1.08,1.89,22,57,12,47
185,24,22,1.22,2.03,19,57,10,47
186,23,18,1.08,1.89,21,57,9,46
187,23,21,1.22,1.89,18,56,11,46
188,22,21,1.08,1.89,20,56,11,46
189,21,20,1.22,1.89,17,56,10,46
190,21,20,1.08,1.89,19,56,10,46
191,20,15,1.22,1.89,16,56,7,45
192,20,15,1.08,1.89,18,55,7,45
193,15,14,1.08,1.89,13,55,7,45
194,14,18,1.22,1.75,11,55,10,45
195,15,17,1.08,1.49,13,55,11,45
196,14,17,1.22,0.27,11,54,62,45
197,13,17,1.22,0.00,10,54,0,44
198,13,17,0.95,0.13,13,54,125,45
199,17,16,0.40,0.00,41,54,0,45
200,16,16,0.00,0.00,0,54,0,44
201,16,16,0.00,0.00,0,53,0,44
202,16,16,0.00,0.00,0,53,0,44
203,16,16,0.00,0.00,0,53,0,44
204,16,16,0.13,0.00,118,53,0,44
205,11,16,0.00,0.00,0,53,0,43
206,15,16,0.00,0.00,0,53,0,43
207,15,15,0.00,0.00,0,52,0,43
208,15,16,0.00,0.00,0,52,0,43
209,15,16,0.00,0.00,0,52,0,43
210,15,16,0.00,0.00,0,52,0,42
211,15,16,0.00,0.00,0,51,0,42
212,15,16,0.00,0.00,0,51,0,42
213,15,16,0.00,0.00,0,51,0,42
214,15,16,0.00,0.00,0,51,0,42
215,15,16,0.00,0.00,0,50,0,41
216,15,16,0.00,0.00,0,50,0,41
217,15,16,0.00,0.00,0,50,0,41
218,15,15,0.00,0.00,0,50,0,41
219,15,16,0.00,0.00,0,50,0,41
220,15,16,0.00,0.00,0,49,0,40
221,15,16,0.00,0.00,0,49,0,40
222,15,16,0.00,0.00,0,49,0,40
223,15,16,0.00,0.00,0,49,0,40
224,15,16,0.00,0.00,0,48,0,40
225,15,16,0.00,0.00,0,48,0,39
226,15,16,0.00,0.00,0,48,0,39
227,15,16,0.00,0.00,0,48,0,39
228,15,16,0.00,0.00,0,48,0,39
229,15,16,0.00,0.00,0,47,0,39
230,15,16,0.00,0.00,0,47,0,39
231,15,16,0.00,0.00,0,47,0,38
232,15,15,0.00,0.00,0,47,0,38
